Plot: tmp//HZ+planet-0.700.700.40018.00-mban242u2b1ejao55bfj764vt4.png

Line 1: _line0

	  4.51124308475748526e-02	  0.00000000000000000e+00
	  4.50475178513027180e-02	  2.86285400425300134e-03
	  4.48525921832162999e-02	  5.72405075329238296e-03
	  4.45270940515466729e-02	  8.58189396083380331e-03
	  4.40700913290796234e-02	  1.14346087930258002e-02
	  4.34802809792533274e-02	  1.42803013801269807e-02
	  4.27559913321707979e-02	  1.71169168683804225e-02
	  4.18951855005121609e-02	  1.99421955227063082e-02
	  4.08954663233164623e-02	  2.27536263908273487e-02
	  3.97540833351204687e-02	  2.55483980425797869e-02
	  3.84679423817072194e-02	  2.83233459068262840e-02
	  3.70336186444546744e-02	  3.10748957457219546e-02
	  3.54473739956380068e-02	  3.37990028361707870e-02
	  3.37051797894680413e-02	  3.64910864763588749e-02
	  3.18027464001542012e-02	  3.91459595078334083e-02
	  2.97355610501238918e-02	  4.17577526488932815e-02
	  2.74989357287666741e-02	  4.43198335831204437e-02
	  2.50880672829199118e-02	  4.68247209498762265e-02
	  2.24981120603084395e-02	  4.92639936559899558e-02
	  1.97242777980342759e-02	  5.16281962865441924e-02
	  1.67619357565058219e-02	  5.39067418567444057e-02
	  1.36067563844408986e-02	  5.60878137373126903e-02
	  1.02548720332190819e-02	  5.81582693245014451e-02
	  6.70307037783025861e-03	  6.01035489337442067e-02
	  2.94902219179425445e-03	  6.19075944907486811e-02
	 -1.00845310706940616e-03	  6.35527838856460997e-02
	 -5.16908126460902898e-03	  6.50198883416531065e-02
	 -9.53078443866477859e-03	  6.62880618057547777e-02
	 -1.40892894841611813e-02	  6.73348731406318846e-02
	 -1.88376950682839876e-02	  6.81363936871812459e-02
	 -2.37660024335100764e-02	  6.86673544221306636e-02
	 -2.88606186009696640e-02	  6.89013882325068688e-02
	 -3.41038458079610737e-02	  6.88113734649355852e-02
	 -3.94733769916280133e-02	  6.83698944958199967e-02
	 -4.49418240191122587e-02	  6.75498331464267077e-02
	 -5.04763127806476114e-02	  6.63251008275356907e-02
	 -5.60381866097469927e-02	  6.46715148467571499e-02
	 -6.15828658789839486e-02	  6.25678129580212877e-02
	 -6.70599158376275345e-02	  5.99967878210415570e-02
	 -7.24133753479639236e-02	  5.69465078037214370e-02
	 -7.75823945612777316e-02	  5.34115732921486147e-02
	 -8.25022182995391040e-02	  4.93943398454958910e-02
	 -8.71055329984456034e-02	  4.49060233471695464e-02
	 -9.13241684384685642e-02	  3.99675905735364101e-02
	 -9.50911123556085758e-02	  3.46103344407046390e-02
	 -9.83427591555181418e-02	  2.88760394767172413e-02
	 -1.01021277669936863e-01	  2.28166617479516227e-02
	 -1.03076952639114705e-01	  1.64934788333988523e-02
	 -1.04470336111003870e-01	  9.97570756963364613e-03
	 -1.05174043069470716e-01	  3.33863590590767131e-03
	 -1.05174043069470716e-01	 -3.33863590590769256e-03
	 -1.04470336111003870e-01	 -9.97570756963366521e-03
